scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr7,119166956,119238537,119204852,512,312,1.2222,17.6111,-0.8702,-0.2052,-0.1473
chr7,119228145,119259410,119244523,366,249,1.2222,12.75,-0.825,-0.201,-0.1343
chr7,119344527,119373123,119356658,321,203,0.5764,27.8403,-0.9594,-0.9702,-0.441
chr7,119412350,119449287,119433832,418,252,3.125,7.8889,-0.4325,-0.1631,-0.0853
chr7,119522364,119825194,119660060,2907,1788,18.8542,103.7014,-0.6923,-0.3912,-0.2162
chr7,119787649,119797966,119806414,443,264,0.8646,5.8507,-0.7425,-0.2033,-0.1124
chr7,120088977,120113032,120101453,212,124,3.4028,1.6806,0.3388,0.0753,0.0484
chr7,120140889,120151183,120145479,34,20,0.0,1.25,-1.0,-0.499,-0.2467
chr7,120159479,120213339,120185536,250,152,0.8333,4.5833,-0.6923,-0.2702,-0.1513
chr7,120213783,120253568,120234492,204,125,0.0,12.0,-1.0,-0.4487,-0.2694
chr7,120262865,120272961,120268239,96,58,0.0,8.3333,-1.0,-0.7318,-0.3843
chr7,120269015,120353355,120305037,623,385,0.0,42.25,-1.0,-0.6043,-0.3184
chr7,120383997,120517594,120455689,914,575,0.2292,28.6458,-0.9841,-0.2989,-0.1847
chr7,120401596,120411745,120463940,810,523,0.2292,27.6458,-0.9836,-0.3238,-0.1965
chr7,120593953,120614337,120603329,266,163,7.6042,1.1875,0.7299,0.2036,0.1491
chr7,121157221,121348900,121253445,2216,1377,3.5486,86.7431,-0.9214,-0.4306,-0.2524
chr7,121440379,121451879,121446243,103,57,0.0,3.6944,-1.0,-0.7535,-0.3207
chr7,121461109,121494095,121476355,398,245,0.0,16.8542,-1.0,-0.6705,-0.3168
chr7,121483978,121555271,121521988,586,355,4.2083,30.9306,-0.7605,-0.5925,-0.2877
chr7,121561625,121605532,121586110,327,212,0.3333,18.4306,-0.9645,-0.6824,-0.35
chr7,121886700,122039811,121956318,757,464,0.0417,49.6667,-0.9983,-0.7717,-0.4078
chr7,122114798,122145011,122131632,202,129,0.0,8.2778,-1.0,-0.3334,-0.2259
chr7,122222442,122282926,122251255,464,295,0.0,28.0,-1.0,-0.4286,-0.2663
chr7,122396700,122458263,122436220,350,218,0.2083,26.5417,-0.9844,-1.2741,-0.5026
chr7,122707619,122958558,122835078,1270,723,1.2708,60.6528,-0.959,-0.3913,-0.208
chr7,122954298,122964404,122959464,94,58,0.0,1.0,-1.0,-0.0788,-0.0502
chr7,122955061,122970880,122963380,164,92,0.0,4.0,-1.0,-0.179,-0.1108
chr7,122961106,123031173,122994661,580,318,0.125,16.9167,-0.9853,-0.33,-0.1759
chr7,123229317,123240374,123235051,178,95,0.0,8.375,-1.0,-0.3681,-0.2346
chr7,123648472,123714880,123681082,485,312,0.0,17.0,-1.0,-0.4898,-0.2716
chr7,123717891,123745256,123733508,150,93,1.8125,1.9792,-0.044,-0.0179,-0.0089
chr7,124552600,124954263,124770099,3036,1936,7.6319,77.2361,-0.8201,-0.2637,-0.1719
chr7,125103676,125215724,125163525,1185,749,2.1181,27.4514,-0.8567,-0.3534,-0.2018
chr7,125226888,125243119,125236108,160,100,0.1042,1.5278,-0.8723,-0.0994,-0.0607
chr7,125287660,125471061,125381379,1211,731,2.1806,49.2222,-0.9152,-0.3741,-0.2077
chr7,125397517,125407659,125435601,482,282,0.625,6.6944,-0.8292,-0.1132,-0.0722
chr7,125503732,125535084,125523279,174,73,0.8333,1.6111,-0.3182,-0.0868,-0.0474
chr7,125549636,125559733,125551241,15,13,0.3333,0.0,1.0,0.1317,0.0775
chr7,125553714,125563824,nan,0,nan,nan,nan,nan,nan,nan
chr7,125582755,125592969,125590137,28,14,0.0417,0.0,1.0,0.1387,0.0407
chr7,125622617,125632784,125628852,63,38,0.0,1.0,-1.0,-0.1107,-0.0605
chr7,125623894,125683603,125652763,233,134,0.5278,8.4861,-0.8829,-0.2703,-0.1495
chr7,125681996,125692058,125686476,70,39,0.0,0.1667,-1.0,-0.0257,-0.0176
chr7,125793397,125803499,125800637,44,26,0.0,4.3333,-1.0,-0.5964,-0.3692
chr7,125798026,126186749,126017953,3404,2152,15.941,92.434,-0.7058,-0.2588,-0.1439
chr7,126031495,126259540,126144231,2215,1422,10.9931,61.4306,-0.6964,-0.217,-0.1249
chr7,126151183,126161290,126195429,1107,726,4.8958,33.4583,-0.7447,-0.2317,-0.1429
chr7,126386257,126455050,126419782,669,385,0.3333,34.0556,-0.9806,-0.5128,-0.2844
chr7,126403024,126419051,126428511,498,283,0.3333,28.0556,-0.9765,-0.6555,-0.339
chr7,126445547,126486335,126466209,331,171,0.0,16.5,-1.0,-1.0767,-0.4202
chr7,126481013,126492933,126487497,115,67,0.0,2.5,-1.0,-0.2073,-0.1409
chr7,126489270,126543807,126510919,361,230,0.5,11.9583,-0.9197,-0.2288,-0.1587
chr7,126609968,126697919,126662481,944,630,3.7778,13.1736,-0.5543,-0.1243,-0.0753
chr7,126691402,126779145,126736893,1388,925,5.3102,26.4074,-0.6652,-0.1897,-0.1165
chr7,126858145,127017807,126933869,1391,837,3.4965,38.5868,-0.8338,-0.3156,-0.1789
chr7,126883157,126896400,126944485,1196,731,2.8715,27.7257,-0.8123,-0.2609,-0.1498
chr7,126889987,126926903,126948513,1118,685,2.8715,27.7257,-0.8123,-0.301,-0.168
chr7,126950537,127057572,127003962,971,591,1.5035,57.816,-0.9493,-0.6964,-0.3353
chr7,127353932,127364041,127363272,20,13,0.3333,0.25,0.1429,0.0681,0.037
chr7,127419638,127774281,127608620,2589,1492,7.9201,54.2396,-0.7452,-0.1937,-0.1285
chr7,127498453,127508536,127641508,2132,1207,5.8472,53.7847,-0.8039,-0.2393,-0.1559
chr7,128209819,128219928,128214788,127,74,0.375,2.7222,-0.7578,-0.2573,-0.1521
chr7,128514701,128529896,128522461,146,82,0.0,8.6667,-1.0,-0.5264,-0.3084
chr7,128536370,129324855,128973691,3259,1872,1.4306,197.6667,-0.9856,-0.5912,-0.338
chr7,129328533,129368792,129348152,267,148,0.75,13.125,-0.8919,-0.3952,-0.2218
chr7,129398775,129408890,129404863,39,31,0.0,6.0,-1.0,-0.927,-0.4444
chr7,129406542,129477857,129448446,464,273,0.0,26.6667,-1.0,-0.7762,-0.3509
chr7,129473420,129503284,129490166,239,124,0.0,10.6667,-1.0,-0.5768,-0.3214
chr7,129475214,129485323,129491924,215,112,0.0,10.6667,-1.0,-0.656,-0.3621
chr7,129498303,129528511,129512390,248,152,0.0,8.9167,-1.0,-0.3078,-0.1986
chr7,129522029,129559417,129538569,299,204,0.1667,11.2361,-0.9708,-0.3352,-0.1856
chr7,129615077,129640190,129627892,317,201,0.3889,7.2569,-0.8983,-0.277,-0.1754
chr7,129684493,129753049,129725568,598,375,3.8438,9.4757,-0.4228,-0.1309,-0.0737
chr7,129744754,129765873,129752271,182,109,0.625,1.1389,-0.2913,-0.0268,-0.0198
chr7,129771489,129781602,129778936,64,43,0.3542,1.6667,-0.6495,-0.3424,-0.1942
chr7,129772723,129782836,129779349,73,49,0.3542,1.6667,-0.6495,-0.3288,-0.1839
chr7,129775261,129842564,129810891,605,385,1.3854,8.0104,-0.7051,-0.1745,-0.1198
chr7,129809684,129842580,129825262,341,223,0.559,3.9271,-0.7508,-0.1518,-0.1097
chr7,129815127,129825234,129828829,267,167,0.4618,2.7049,-0.7083,-0.1479,-0.1037
chr7,129837096,129868968,129850754,195,127,1.0139,2.5556,-0.4319,-0.1226,-0.079
chr7,129867455,129877754,129871232,7,nan,nan,nan,nan,nan,nan
chr7,129884899,129907213,129897184,252,156,0.9792,5.6736,-0.7056,-0.3618,-0.1669
chr7,129909686,129989510,129948656,847,557,1.6042,35.9167,-0.9145,-0.5144,-0.2751
chr7,129916645,129926962,129949857,819,543,1.6042,35.4167,-0.9133,-0.5178,-0.2797
chr7,129985602,130751848,130424320,5756,3476,11.5104,318.434,-0.9302,-0.5313,-0.2911
chr7,130294999,130305289,130534849,4069,2493,9.9896,216.2674,-0.9117,-0.493,-0.271
chr7,130317704,130327987,130541034,3961,2434,9.9896,211.2674,-0.9097,-0.4869,-0.2684
chr7,130391060,130401318,130569254,3454,2162,8.6146,195.2257,-0.9155,-0.5001,-0.2786
chr7,130886387,130896494,130891540,150,84,0.4236,0.8333,-0.326,-0.0374,-0.0272
chr7,130935199,130954361,130945604,212,130,0.125,7.6667,-0.9679,-0.2711,-0.1516
chr7,131028926,131145482,131085504,1312,730,2.8854,30.559,-0.8275,-0.2536,-0.1473
chr7,131216287,131332589,131274250,846,525,0.0,38.5,-1.0,-0.3762,-0.1964
chr7,131311388,131321490,131323108,206,141,0.0,4.0,-1.0,-0.1244,-0.0791
chr7,131364217,131425667,131404430,266,157,0.8056,7.7708,-0.8121,-0.2926,-0.182
chr7,131433912,131579658,131520203,1088,687,4.8958,23.5347,-0.6556,-0.2461,-0.1352
chr7,131596123,131624618,131611805,235,149,0.0278,9.6944,-0.9943,-0.3673,-0.2263
chr7,131614713,131688076,131650791,402,233,0.0,6.9167,-1.0,-0.2325,-0.1324
chr7,131701130,131755330,131726707,568,350,1.5683,15.2593,-0.8136,-0.3204,-0.1689
chr7,131788212,131803318,131793868,173,99,0.0,5.0,-1.0,-0.3834,-0.2418
chr7,131878381,131999963,131933380,950,547,3.5417,48.0417,-0.8627,-0.4904,-0.2489
chr7,131994194,132020094,132005525,261,153,0.0417,7.75,-0.9893,-0.2297,-0.1333
chr7,132016353,132026479,132020568,20,12,0.0,0.1667,-1.0,-0.1294,-0.0604
chr7,132095128,132255682,132184230,1817,1091,6.6042,45.6458,-0.7472,-0.2494,-0.1484
chr7,132257283,132409756,132332971,1670,1028,9.5694,29.5278,-0.5105,-0.1333,-0.0864
chr7,132546991,132639860,132589392,457,266,2.2708,15.6458,-0.7465,-0.3145,-0.177
chr7,132572454,132582650,132597797,359,209,0.6458,15.1042,-0.918,-0.4694,-0.2529
chr7,132650953,132663122,132655629,70,39,0.0,1.2222,-1.0,-0.1655,-0.1229
chr7,132771290,132781394,132776470,1,nan,nan,nan,nan,nan,nan
chr7,132786649,132823685,132808151,119,89,0.1667,8.9583,-0.9635,-1.0456,-0.4875
chr7,132836747,132865517,132855010,235,143,0.0208,45.6875,-0.9991,-3.2303,-0.7235
chr7,132867160,132877453,132872782,40,27,0.0,2.0,-1.0,-0.397,-0.2713
chr7,132987929,133079038,133034769,986,605,4.8368,24.6285,-0.6717,-0.2379,-0.1472
chr7,133164925,133382218,133272174,1558,894,0.7083,88.0694,-0.984,-0.7627,-0.3662
chr7,133670711,133680782,133674966,87,46,0.0,4.6111,-1.0,-1.0359,-0.4496
chr7,133690137,134022648,133877245,2553,1615,1.2361,143.0347,-0.9829,-0.5584,-0.3009
chr7,133720929,133731203,133891451,2358,1504,1.2014,134.7014,-0.9823,-0.5487,-0.2982
chr7,134231672,134830398,134558767,5546,3289,20.9282,119.9074,-0.7028,-0.2171,-0.1345
chr7,134283502,134293612,134577152,5226,3093,19.8171,114.2546,-0.7044,-0.2193,-0.1348
chr7,134876868,135191474,135031168,2891,1758,12.0347,93.0069,-0.7709,-0.3093,-0.1843
chr7,135140256,135150367,135167545,487,272,0.5833,35.6944,-0.9678,-0.743,-0.3703
chr7,135197035,135207139,135199840,50,27,0.3333,0.7917,-0.4074,-0.1958,-0.1277
chr7,135218807,135264839,135243905,550,352,5.5532,13.9005,-0.4291,-0.1977,-0.1192
chr7,135265760,135326130,135290276,452,241,5.5521,5.9201,-0.0321,-0.0109,-0.0063
chr7,135327385,135337681,135334691,18,10,0.0,0.0,nan,0.0,0.0
chr7,135414101,135495080,135461358,451,281,0.0,36.3403,-1.0,-1.0331,-0.4807
chr7,135502108,135594501,135558890,510,311,1.2153,19.8889,-0.8848,-0.4551,-0.2741
chr7,135529750,135539814,135574002,383,238,1.2153,14.7222,-0.8475,-0.4666,-0.2709
chr7,135609340,135647373,135627192,514,271,1.1979,16.941,-0.8679,-0.4865,-0.2591
chr7,135639882,135731950,135678858,410,209,0.1042,47.2083,-0.9956,-1.185,-0.5249
chr7,135650209,135660459,135688002,323,167,0.0,41.5417,-1.0,-1.3322,-0.559
chr7,135861274,135921095,135892361,271,156,3.875,15.7917,-0.6059,-0.4995,-0.2656
chr7,135872279,135892704,135895213,245,147,3.875,12.9583,-0.5396,-0.4191,-0.2382
chr7,135958988,135977339,135969734,52,23,0.0,0.0833,-1.0,-0.0205,-0.0144
chr7,135995738,136049792,136023653,183,117,1.8333,1.1667,0.2222,0.0323,0.025
chr7,136006146,136016245,136034207,126,84,1.3333,0.1667,0.7778,0.0731,0.0598
chr7,136049520,136060582,136057163,114,67,1.0,3.25,-0.5294,-0.2437,-0.1532
chr7,136051486,136111127,136081974,561,315,1.0208,23.6806,-0.9173,-0.4919,-0.2846
chr7,136190332,136200438,136197140,14,5,nan,nan,nan,nan,nan
chr7,136203346,136213457,136208735,22,14,0.0,2.0,-1.0,-1.0332,-0.4566
chr7,136232537,136289111,136260373,242,144,0.0,20.2222,-1.0,-0.7359,-0.3791
chr7,136253816,136263924,136271082,155,91,0.0,13.8889,-1.0,-0.6988,-0.3738
chr7,136282029,136306847,136294073,182,108,0.0,13.1111,-1.0,-0.6071,-0.3135
chr7,136298814,136323064,136311308,173,98,0.0,4.0972,-1.0,-0.1725,-0.1111
chr7,136317029,136347330,136330518,160,99,0.0,3.6667,-1.0,-0.2364,-0.1471
chr7,136371721,136429554,136400751,196,97,0.0,10.8333,-1.0,-0.7979,-0.3771
chr7,136413743,136448256,136432747,177,88,0.1667,5.6667,-0.9429,-0.4835,-0.2671
chr7,136529111,136539408,136534608,26,17,0.0,0.0278,-1.0,-0.0163,-0.0144
chr7,136598128,136629448,136612911,441,237,5.6412,8.8912,-0.2236,-0.0981,-0.0651
chr7,136649036,136674425,136659480,226,143,0.4167,4.3333,-0.8246,-0.1774,-0.1113
chr7,136707422,136739575,136727113,162,111,1.9583,4.625,-0.4051,-0.2125,-0.1008
chr7,136796174,136826295,136811189,253,141,2.0,3.1389,-0.2216,-0.0477,-0.0262
chr7,136857617,136884899,136872197,319,189,0.25,6.8333,-0.9294,-0.2502,-0.1644
chr7,136875088,136886619,136880884,133,77,0.0,3.4722,-1.0,-0.2546,-0.1753
chr7,136882875,137004115,136938391,1445,824,4.4167,48.1944,-0.8321,-0.3006,-0.1787
chr7,137043547,137104191,137073373,469,286,0.0278,30.5,-0.9982,-0.7143,-0.3601
chr7,137053872,137077290,137081775,350,218,0.0278,23.5,-0.9976,-0.7779,-0.3676
chr7,137093073,137103183,137098893,141,89,0.0,7.5833,-1.0,-0.7671,-0.37
chr7,137094257,137123350,137104246,170,104,0.0,9.0833,-1.0,-0.7447,-0.369
chr7,137143993,137229920,137196573,439,283,0.0,20.4722,-1.0,-0.4053,-0.2475
chr7,137238144,137256805,137246430,162,113,0.0,11.875,-1.0,-0.7826,-0.3675
chr7,137265790,137293447,137281541,218,138,0.9444,19.6806,-0.9084,-0.6279,-0.3465
chr7,137291953,137318238,137302196,301,177,0.8333,15.6389,-0.8988,-0.4609,-0.2468
chr7,137325416,137350872,137339306,277,151,3.2292,2.4167,0.1439,0.0224,0.0167
chr7,137383281,137399744,137393184,168,83,1.0,0.0,1.0,0.0435,0.0349
chr7,137397953,137441199,137420518,309,184,2.0,2.375,-0.0857,-0.0087,-0.0056
chr7,137402111,137412214,137424647,258,159,1.0,1.7083,-0.2615,-0.0213,-0.0132
chr7,137451382,137470076,137459784,182,123,0.0,5.9583,-1.0,-0.2751,-0.1913
chr7,137465042,137518685,137493432,370,266,0.0,27.0,-1.0,-0.6291,-0.3105
chr7,137513077,137567952,137537042,339,205,0.0,77.25,-1.0,-2.1026,-0.605
chr7,137582896,137592998,137588349,53,32,0.0,3.3333,-1.0,-0.7997,-0.3448
chr7,137663274,137679715,137669255,156,95,0.2083,8.7778,-0.9536,-0.5452,-0.3176
chr7,137814062,137866284,137838076,489,318,0.4792,26.9514,-0.9651,-0.5565,-0.3248
chr7,137915293,137949642,137933423,305,168,0.3333,5.4167,-0.8841,-0.1555,-0.1138
chr7,137973350,138053348,138022640,588,352,1.6875,18.0625,-0.8291,-0.3294,-0.2069
chr7,138048413,138064372,138054828,190,95,0.0833,11.5833,-0.9857,-0.7144,-0.3605
chr7,138059810,138395417,138225783,2053,1121,0.3333,96.7361,-0.9931,-0.4118,-0.2349
chr7,138385438,138421660,138403821,337,189,1.1667,15.2778,-0.8581,-0.4089,-0.2521
chr7,138415635,138525143,138484110,1084,677,0.6771,40.3229,-0.967,-0.3958,-0.2442
chr7,138587837,138648804,138618293,522,301,0.2778,23.2569,-0.9764,-0.7443,-0.3855
chr7,138875623,138946432,138914434,760,469,4.3021,13.5799,-0.5188,-0.2197,-0.1077
chr7,139192450,139222845,139210556,434,254,0.5069,17.7639,-0.9445,-0.5579,-0.3017
chr7,139214708,139265815,139236291,388,246,1.1667,20.3889,-0.8918,-0.5705,-0.3123
chr7,139256369,139312157,139288075,439,296,1.6042,6.4097,-0.5997,-0.1227,-0.0858
chr7,139322360,139332684,139328313,52,33,0.0,0.2778,-1.0,-0.1269,-0.0734
chr7,139447555,139459940,139453653,112,66,0.0,4.25,-1.0,-0.4777,-0.2917
chr7,139554141,139570250,139562037,160,96,0.0,0.3333,-1.0,-0.0286,-0.0161
chr7,139619437,139691578,139660612,861,538,5.0799,16.9201,-0.5382,-0.1543,-0.1067
chr7,139624860,139634986,139662272,824,516,3.941,16.2396,-0.6094,-0.1678,-0.1152
chr7,139688354,139702894,139696972,161,95,0.375,6.7639,-0.8949,-0.4976,-0.2578
chr7,139696547,139754401,139720736,566,357,0.9722,20.5347,-0.9096,-0.4782,-0.2497
chr7,139744462,139765268,139756372,238,139,0.2014,13.6597,-0.9709,-0.6445,-0.3402
chr7,139806345,139832807,139816442,161,94,2.4167,2.6667,-0.0492,-0.0099,-0.0076
chr7,139833266,139843373,139841003,44,22,0.6667,1.5,-0.3846,-0.5948,-0.1302
chr7,139857871,139900014,139878885,321,208,0.4861,8.8611,-0.896,-0.3497,-0.2213
chr7,139890790,139913912,139902945,236,152,0.0278,8.7917,-0.9937,-0.6543,-0.3519
chr7,139898812,139908965,139907202,150,93,0.0,6.7639,-1.0,-0.6093,-0.3419
chr7,139907043,139939416,139921070,285,167,0.1389,8.6111,-0.9683,-0.5476,-0.3022
chr7,139940514,140062238,139999142,831,485,2.2153,45.7083,-0.9075,-0.5814,-0.3213
chr7,139979655,139989937,140025120,516,292,0.2986,37.3264,-0.9841,-0.8164,-0.4093
chr7,140112428,140157618,140135485,309,176,0.0208,6.1458,-0.9932,-0.2352,-0.0957
chr7,140147655,140209330,140180043,355,205,0.2292,12.75,-0.9647,-0.3881,-0.1966
chr7,140157274,140209693,140185741,295,169,0.2083,9.75,-0.9582,-0.3573,-0.1891
chr7,140199100,140218698,140208851,82,42,0.0,0.1111,-1.0,-0.0179,-0.0113
chr7,140238953,140383584,140320794,1130,655,3.724,23.2726,-0.7241,-0.2002,-0.129
chr7,140259347,140269460,140325820,1058,611,3.6406,21.9809,-0.7158,-0.2059,-0.131
chr7,140625022,142399851,141544977,20604,12671,97.3206,571.597,-0.709,-0.268,-0.1573
chr7,140632396,140642515,141548909,20516,12614,96.9873,569.597,-0.709,-0.2682,-0.1573
chr7,142704085,142728071,142718492,365,216,1.1667,8.0,-0.7455,-0.1556,-0.109
chr7,142997720,143450137,143215470,4233,2633,31.14,141.2442,-0.6387,-0.3209,-0.1749
chr7,143454561,143641914,143548628,1408,846,9.7812,13.3299,-0.1535,-0.0277,-0.0189
chr7,143675037,143730187,143705186,532,321,1.4375,1.0,0.1795,0.005,0.0035
chr7,143701743,143711887,143715821,332,200,0.0,0.0,nan,0.0,0.0
chr7,143765347,143943071,143854436,1672,1001,8.5312,51.0938,-0.7138,-0.245,-0.1628
chr7,143974274,144050771,144008730,869,507,7.6146,16.7951,-0.3761,-0.0822,-0.06
chr7,145627410,145637472,145631685,37,24,0.0833,1.1667,-0.8667,-0.9498,-0.3382
chr7,146373362,146383464,146378364,68,41,0.0,1.1944,-1.0,-0.1802,-0.098
chr7,147879366,147889730,147884155,144,99,2.0417,11.7292,-0.7035,-0.8994,-0.3129
chr7,148228335,148336040,148282712,1850,1165,12.4508,36.3258,-0.4895,-0.2029,-0.1224
chr7,149971464,150109544,150038969,1046,635,2.4653,25.8264,-0.8257,-0.2643,-0.1744
chr7,150102741,150112844,150106120,89,49,0.1042,1.1319,-0.8315,-0.1727,-0.1331
chr7,150110508,150128698,150121005,156,88,0.875,0.8333,0.0244,0.0031,0.0022
chr7,150312196,150466584,150382210,1582,887,11.3125,12.3194,-0.0426,-0.0068,-0.0048
chr7,150505714,150579261,150549520,293,185,6.2917,1.0417,0.7159,0.1119,0.0706
chr7,150589770,150690227,150636232,680,385,2.4236,16.2153,-0.7399,-0.1675,-0.1112
chr7,150688440,150746422,150722558,489,285,0.375,23.0833,-0.968,-0.3972,-0.2487
chr7,150740454,150939651,150825126,1096,641,5.9167,28.8125,-0.6593,-0.2105,-0.1263
chr7,150956059,150966195,150963422,80,56,3.6042,0.0,1.0,0.3985,0.2883
chr7,150959622,151023928,150988062,621,359,4.4167,16.5833,-0.5794,-0.2457,-0.1468
chr7,151297124,151769330,151497187,4731,2852,14.8611,109.7222,-0.7614,-0.245,-0.1482
chr7,151762123,151772414,151766947,101,74,1.5833,1.9444,-0.1024,-0.0318,-0.0212
chr7,151792471,151802584,151796500,69,43,0.7292,0.1667,0.6279,0.0861,0.0692
chr7,151947625,152121780,152038853,1236,747,16.4271,15.2951,0.0357,0.0086,0.0055
chr7,152112160,152216024,152162476,798,485,4.8681,37.7014,-0.7713,-0.3394,-0.2014
chr7,152340246,152350355,152346931,44,28,0.0,1.0833,-1.0,-0.4076,-0.2326
chr7,152346502,152357700,152352251,110,70,0.0,1.1111,-1.0,-0.113,-0.0907
chr7,152426681,152487529,152451348,590,341,4.3576,12.941,-0.4962,-0.152,-0.1043
chr7,152549926,152571238,152559706,239,135,0.6667,12.5556,-0.8992,-0.3565,-0.2315
chr7,152692448,152976091,152808235,3121,1858,16.3183,86.2627,-0.6818,-0.2457,-0.1493
chr7,153022393,153231729,153122420,1244,720,3.125,36.8333,-0.8436,-0.2622,-0.1597
chr7,153252539,153262600,153257562,69,41,0.9583,1.125,-0.08,-0.0285,-0.0199
chr7,153276482,153397945,153342362,629,369,5.6875,12.4097,-0.3715,-0.0976,-0.0645
chr7,153290300,153300429,153349396,563,331,2.875,12.2222,-0.6191,-0.1609,-0.1018
chr7,153393869,153415845,153402192,213,126,0.0,0.4167,-1.0,-0.0197,-0.0148
chr7,153433222,153594682,153516691,2601,1643,19.7778,54.8542,-0.47,-0.1377,-0.0898
chr7,153619894,153680110,153649093,472,242,0.0,33.1667,-1.0,-0.763,-0.404
chr7,153737831,153943913,153838410,722,356,7.5,10.0,-0.1429,-0.0369,-0.0257
chr7,153875551,153885775,153914317,258,124,0.0,6.0,-1.0,-0.3973,-0.2575
chr7,153940832,153989772,153961684,245,116,0.0,4.75,-1.0,-0.4065,-0.2636
chr7,153969208,153979318,153979834,95,42,0.0,4.75,-1.0,-0.7556,-0.4068
chr7,154034616,154122569,154080554,833,491,10.2014,20.4722,-0.3348,-0.1315,-0.0675
chr7,154139180,154215733,154174739,576,334,0.0,35.4167,-1.0,-0.5096,-0.287
chr7,154314789,154330737,154325108,100,57,0.0,2.3333,-1.0,-0.175,-0.1312
chr7,154330227,154375440,154354312,226,132,0.0,46.4583,-1.0,-5.4568,-0.8085
chr7,154466153,154476258,154469938,42,28,0.0,0.1944,-1.0,-0.0381,-0.0326
chr7,154526931,154705911,154615252,1934,1215,13.0312,41.7465,-0.5242,-0.1644,-0.1006
chr7,154718036,154910327,154813689,1651,967,3.7188,89.6354,-0.9203,-0.7208,-0.3385
chr7,154910975,155008616,154953926,540,282,4.6319,10.6736,-0.3947,-0.1233,-0.0756
chr7,154998651,155055603,155028874,391,243,1.5556,6.1389,-0.5957,-0.1471,-0.0964
chr7,155136205,155158349,155149280,333,178,2.1181,4.4514,-0.3552,-0.0773,-0.0469
chr7,155151645,155344233,155245287,2729,1589,11.125,36.7951,-0.5357,-0.1202,-0.069
chr7,155401359,155414073,155407087,70,41,0.0,0.3333,-1.0,-0.0328,-0.0258
chr7,155404186,155464745,155441181,353,205,1.75,9.5417,-0.69,-0.1717,-0.1141
chr7,155467827,155539011,155501894,472,287,0.0417,18.8333,-0.9956,-0.3387,-0.2129
chr7,155571969,155953327,155804345,2318,1326,7.5347,69.6389,-0.8047,-0.3077,-0.1765
chr7,155872330,155882493,155911548,753,414,4.8333,15.5833,-0.5265,-0.1175,-0.0815
chr7,155954778,156035264,155987932,881,496,7.5903,18.4097,-0.4161,-0.1226,-0.0789
chr7,156161221,156175535,156170072,228,124,3.3507,3.9479,-0.0818,-0.041,-0.0242
chr7,156168258,156223925,156195759,777,438,4.4271,11.2465,-0.4351,-0.0943,-0.0613
chr7,156233611,156257243,156241722,254,152,0.2778,2.7083,-0.814,-0.0879,-0.0623
chr7,156264746,156298622,156282024,437,271,0.2708,2.8194,-0.8247,-0.0664,-0.0489
chr7,156290040,156328384,156302029,245,141,1.375,0.25,0.6923,0.033,0.0261
chr7,156346141,156357789,156352780,76,46,0.0069,2.7083,-0.9949,-0.394,-0.2129
chr7,156365312,156380147,156372996,183,118,0.2222,2.4861,-0.8359,-0.1279,-0.0878
chr7,156377510,156393222,156384712,101,54,1.3889,1.6389,-0.0826,-0.0302,-0.022
chr7,156424230,156541317,156485594,809,463,8.7604,12.9618,-0.1934,-0.0861,-0.0393
chr7,156529636,156554837,156543224,270,149,4.3438,2.3021,0.3072,0.1192,0.0594
chr7,156552399,156584237,156569835,230,153,1.4097,7.2292,-0.6736,-0.32,-0.1774
chr7,156630155,156653420,156640216,329,178,1.0833,4.7292,-0.6272,-0.1163,-0.0787
chr7,156715152,156738034,156726251,236,137,1.4167,2.6528,-0.3038,-0.0506,-0.035
chr7,156738588,156760309,156751288,274,162,2.6979,3.4479,-0.122,-0.0531,-0.0342
chr7,156828115,156848974,156838186,269,175,0.6273,18.412,-0.9341,-1.1858,-0.4287
chr7,156858585,156881366,156872553,352,223,0.5,8.1389,-0.8842,-0.5059,-0.2175
chr7,157349223,157418426,157382191,753,474,0.6901,47.513,-0.9714,-0.509,-0.2682
chr7,157460585,157602992,157531600,1603,1035,6.8802,27.2622,-0.597,-0.1376,-0.0873
chr7,157690387,157783001,157739323,1139,672,5.6655,24.5822,-0.6254,-0.2309,-0.1345
chr7,157804266,157814541,157809587,144,82,0.0,0.4375,-1.0,-0.1073,-0.0533
chr7,157923317,157933430,157927126,37,20,0.0,0.0,nan,0.0,0.0
chr7,157935351,157945468,157939839,84,48,0.4236,0.2917,0.1845,0.0287,0.0204
chr7,157942238,157952376,157947308,105,69,0.5451,1.7118,-0.5169,-0.0958,-0.0725
chr7,157958092,157972676,157965516,144,97,0.5833,7.5486,-0.8565,-0.3722,-0.216
chr7,157978352,157990672,157984663,129,72,0.375,4.0833,-0.8318,-0.2686,-0.1653
chr7,158351668,158362342,158357695,178,100,2.1562,1.7535,0.103,0.0281,0.0186
chr7,158474211,158524988,158498463,428,266,2.3958,11.6528,-0.6589,-0.3036,-0.1547
chr7,158525483,158548624,158534912,249,155,1.2731,7.4398,-0.7078,-0.5126,-0.2225
chr7,158553512,158646678,158593390,898,539,3.8125,47.1042,-0.8502,-0.4337,-0.2675
chr7,158636808,158671897,158655097,238,136,1.5,9.9444,-0.7379,-0.288,-0.185
chr7,158659193,158669384,158664628,105,56,0.0,4.2222,-1.0,-0.543,-0.2652
chr7,158666788,158775256,158718191,576,319,1.5451,9.9132,-0.7303,-0.1987,-0.1427
