Gene stable ID	Gene stable ID version	Human gene name	Mouse gene name	Gene name
ENSMMUG00000003248	ENSMMUG00000003248.3	CCNH	Ccnh	CCNH
ENSMMUG00000014321	ENSMMUG00000014321.3	CDK15	Cdk15	CDK15
ENSMMUG00000017845	ENSMMUG00000017845.3	OXR1	Oxr1	OXR1
ENSMMUG00000021278	ENSMMUG00000021278.3	FAM78A	Fam78a	FAM78A
ENSMMUG00000005303	ENSMMUG00000005303.3	APOM	Apom	APOM
ENSMMUG00000012724	ENSMMUG00000012724.3	MEPCE	Mepce	MEPCE
ENSMMUG00000023125	ENSMMUG00000023125.3	XPC	Xpc	XPC
ENSMMUG00000043639	ENSMMUG00000043639.1		Sae1	
ENSMMUG00000021645	ENSMMUG00000021645.2	CHST10	Chst10	CHST10
ENSMMUG00000022118	ENSMMUG00000022118.3	RFX4	Rfx4	RFX4
ENSMMUG00000001639	ENSMMUG00000001639.3	MROH6	Mroh6	MROH6
ENSMMUG00000000456	ENSMMUG00000000456.3	REEP2	Reep2	REEP2
ENSMMUG00000006131	ENSMMUG00000006131.3			
ENSMMUG00000048018	ENSMMUG00000048018.1			
ENSMMUG00000020091	ENSMMUG00000020091.3	HSPA13	Hspa13	HSPA13
ENSMMUG00000011092	ENSMMUG00000011092.3	ZNF540		ZNF540
ENSMMUG00000001054	ENSMMUG00000001054.3	EEF1B2		EEF1B2
ENSMMUG00000044688	ENSMMUG00000044688.1	IRAK1BP1	Irak1bp1	IRAK1BP1
ENSMMUG00000022436	ENSMMUG00000022436.3	ZNF485		ZNF485
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47B1		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A4		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A8		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A10		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A6		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A5		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A12		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A1		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A7		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A3		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A11		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A9		
ENSMMUG00000040516	ENSMMUG00000040516.1	CT47A2		
ENSMMUG00000008837	ENSMMUG00000008837.3	KIF17	Kif17	KIF17
ENSMMUG00000012493	ENSMMUG00000012493.3	TM9SF1	Gm49378	TM9SF1
ENSMMUG00000012493	ENSMMUG00000012493.3	TM9SF1	Tm9sf1	TM9SF1
ENSMMUG00000012493	ENSMMUG00000012493.3	AL136295.4	Gm49378	TM9SF1
ENSMMUG00000012493	ENSMMUG00000012493.3	AL136295.4	Tm9sf1	TM9SF1
ENSMMUG00000012493	ENSMMUG00000012493.3	AL136295.1	Gm49378	TM9SF1
ENSMMUG00000012493	ENSMMUG00000012493.3	AL136295.1	Tm9sf1	TM9SF1
ENSMMUG00000022584	ENSMMUG00000022584.3	GPR82	Gpr82	GPR82
ENSMMUG00000013477	ENSMMUG00000013477.3	CKM	Ckm	CKM
ENSMMUG00000017821	ENSMMUG00000017821.3	OR13H1	Olfr1325	OR13H1
ENSMMUG00000023136	ENSMMUG00000023136.3	ZNF613		ZNF613
ENSMMUG00000018462	ENSMMUG00000018462.3			
ENSMMUG00000048764	ENSMMUG00000048764.1	PNMA6F	Gm45015	PNMA6F
ENSMMUG00000048764	ENSMMUG00000048764.1	PNMA6F	Gm18336	PNMA6F
ENSMMUG00000040650	ENSMMUG00000040650.1	MRPS33	Mrps33	MRPS33
ENSMMUG00000021553	ENSMMUG00000021553.2	DHRS13	Dhrs13	DHRS13
ENSMMUG00000023718	ENSMMUG00000023718.3	SYNPR	Synpr	SYNPR
ENSMMUG00000044958	ENSMMUG00000044958.1	ADGRG6	Adgrg6	ADGRG6
ENSMMUG00000016695	ENSMMUG00000016695.3	CD320	Cd320	CD320
ENSMMUG00000004484	ENSMMUG00000004484.3	ZMAT2	Zmat2	ZMAT2
ENSMMUG00000008214	ENSMMUG00000008214.3	NEMF	Nemf	NEMF
ENSMMUG00000019386	ENSMMUG00000019386.3	MUC7		MUC7
ENSMMUG00000016922	ENSMMUG00000016922.3	STK32B	Stk32b	STK32B
ENSMMUG00000001097	ENSMMUG00000001097.3	GSTZ1	Gstz1	GSTZ1
ENSMMUG00000007170	ENSMMUG00000007170.3	INIP	Inip	INIP
ENSMMUG00000013482	ENSMMUG00000013482.3	PAN2	Pan2	PAN2
ENSMMUG00000010485	ENSMMUG00000010485.3	OAT	Oat	OAT
ENSMMUG00000018618	ENSMMUG00000018618.3	ZBTB40	Zbtb40	ZBTB40
ENSMMUG00000021516	ENSMMUG00000021516.3	CLU	Clu	CLU
ENSMMUG00000010393	ENSMMUG00000010393.3	CDH3	Cdh3	CDH3
ENSMMUG00000011154	ENSMMUG00000011154.3	ARHGAP36	Arhgap36	ARHGAP36
ENSMMUG00000003101	ENSMMUG00000003101.3	PVR	Pvr	PVR
ENSMMUG00000011852	ENSMMUG00000011852.2	BMPR1A	Bmpr1a	BMPR1A
ENSMMUG00000009107	ENSMMUG00000009107.3	ALCAM	Alcam	ALCAM
ENSMMUG00000040112	ENSMMUG00000040112.1		Igkv18-36	
ENSMMUG00000003378	ENSMMUG00000003378.3	ACTR5	Actr5	ACTR5
ENSMMUG00000005096	ENSMMUG00000005096.3	IFT172	Ift172	IFT172
ENSMMUG00000001426	ENSMMUG00000001426.3	KCNC3	Kcnc3	KCNC3
ENSMMUG00000013963	ENSMMUG00000013963.3	FEZ2	Fez2	FEZ2
ENSMMUG00000003292	ENSMMUG00000003292.3	SLC38A10	Slc38a10	SLC38A10
ENSMMUG00000013669	ENSMMUG00000013669.3	SH3GL3	Sh3gl3	SH3GL3
ENSMMUG00000017904	ENSMMUG00000017904.3	MAP1B	Map1b	MAP1B
ENSMMUG00000008146	ENSMMUG00000008146.3	CHTOP	Chtop	CHTOP
ENSMMUG00000039700	ENSMMUG00000039700.1	HIST1H2AC		HIST1H2AC
ENSMMUG00000009398	ENSMMUG00000009398.3	STX8	Stx8	STX8
ENSMMUG00000013334	ENSMMUG00000013334.3	CCP110	Ccp110	CCP110
ENSMMUG00000046951	ENSMMUG00000046951.1		Fam151a	
ENSMMUG00000044880	ENSMMUG00000044880.1		Igkv18-36	
ENSMMUG00000022154	ENSMMUG00000022154.3	NIPBL	Nipbl	NIPBL
ENSMMUG00000020801	ENSMMUG00000020801.3			
ENSMMUG00000006696	ENSMMUG00000006696.3	CCDC146	Ccdc146	CCDC146
ENSMMUG00000041943	ENSMMUG00000041943.1	SLC25A36	Slc25a36	
ENSMMUG00000046479	ENSMMUG00000046479.1	MKRN3	Mkrn3	
ENSMMUG00000003376	ENSMMUG00000003376.3	SLC32A1	Slc32a1	SLC32A1
ENSMMUG00000019119	ENSMMUG00000019119.3	CSRP3	Csrp3	CSRP3
ENSMMUG00000045509	ENSMMUG00000045509.1	NAALADL2	Naaladl2	NAALADL2
ENSMMUG00000007939	ENSMMUG00000007939.3			
ENSMMUG00000030922	ENSMMUG00000030922.2	SDC1	Sdc1	SDC1
ENSMMUG00000002523	ENSMMUG00000002523.3	NCOR1	Ncor1	NCOR1
ENSMMUG00000017961	ENSMMUG00000017961.3			
ENSMMUG00000016923	ENSMMUG00000016923.3	OCSTAMP	Ocstamp	OCSTAMP
ENSMMUG00000031267	ENSMMUG00000031267.2	INS-IGF2	Ins1	INS-IGF2
ENSMMUG00000031267	ENSMMUG00000031267.2	INS-IGF2	Ins2	INS-IGF2
ENSMMUG00000013089	ENSMMUG00000013089.3	RNF111	Rnf111	RNF111
ENSMMUG00000004752	ENSMMUG00000004752.3	PDE6A	Pde6a	PDE6A
ENSMMUG00000016212	ENSMMUG00000016212.3	STK40	Stk40	STK40
ENSMMUG00000042110	ENSMMUG00000042110.1	UMAD1	Umad1	UMAD1
ENSMMUG00000042110	ENSMMUG00000042110.1	UMAD1	Gm45062	UMAD1
ENSMMUG00000019149	ENSMMUG00000019149.3	KLHL38	Klhl38	KLHL38
ENSMMUG00000044823	ENSMMUG00000044823.1	FAM24B		FAM24B
ENSMMUG00000028791	ENSMMUG00000028791.2	PRODH2	Prodh2	PRODH2
ENSMMUG00000004477	ENSMMUG00000004477.3	SLC19A1	Slc19a1	SLC19A1
ENSMMUG00000005622	ENSMMUG00000005622.3	DNAH7	Dnah7c	DNAH7
ENSMMUG00000005622	ENSMMUG00000005622.3	DNAH7	Dnah7a	DNAH7
ENSMMUG00000005622	ENSMMUG00000005622.3	DNAH7	Dnah7b	DNAH7
ENSMMUG00000000137	ENSMMUG00000000137.3	SNCB	Sncb	SNCB
ENSMMUG00000023776	ENSMMUG00000023776.3	TBC1D5	Tbc1d5	TBC1D5
ENSMMUG00000018043	ENSMMUG00000018043.3	RIPK4	Ripk4	RIPK4
ENSMMUG00000023599	ENSMMUG00000023599.3	CHAMP1	Champ1	CHAMP1
ENSMMUG00000028895	ENSMMUG00000028895.2		Rps28	RPS28
ENSMMUG00000013595	ENSMMUG00000013595.3	GEMIN8	Gemin8	GEMIN8
ENSMMUG00000000552	ENSMMUG00000000552.3	TMPRSS11A	Tmprss11a	TMPRSS11A
ENSMMUG00000009495	ENSMMUG00000009495.3	CPA1	Cpa1	CPA1
ENSMMUG00000023423	ENSMMUG00000023423.3	AMMECR1	Ammecr1	AMMECR1
ENSMMUG00000006081	ENSMMUG00000006081.3	MUC3A	Muc3a	MUC3A
ENSMMUG00000030920	ENSMMUG00000030920.2			
ENSMMUG00000004160	ENSMMUG00000004160.3	DPH6	Dph6	DPH6
ENSMMUG00000011058	ENSMMUG00000011058.3	SPATA22	Gm49340	SPATA22
ENSMMUG00000011058	ENSMMUG00000011058.3	SPATA22	Spata22	SPATA22
ENSMMUG00000006600	ENSMMUG00000006600.3	MTMR12	Mtmr12	MTMR12
ENSMMUG00000042827	ENSMMUG00000042827.1			
ENSMMUG00000042218	ENSMMUG00000042218.1	TENM4	Tenm4	TENM4
ENSMMUG00000008048	ENSMMUG00000008048.3	FEZ1	Fez1	FEZ1
ENSMMUG00000046953	ENSMMUG00000046953.1	FKBP3	Fkbp3	
ENSMMUG00000030384	ENSMMUG00000030384.2	RASA4	Rasa4	
ENSMMUG00000030384	ENSMMUG00000030384.2	RASA4B	Rasa4	
ENSMMUG00000021790	ENSMMUG00000021790.3	IRS2	Irs2	IRS2
ENSMMUG00000023235	ENSMMUG00000023235.3	SETDB1	Setdb1	SETDB1
ENSMMUG00000021773	ENSMMUG00000021773.3	PRXL2A	Prxl2a	PRXL2A
ENSMMUG00000021610	ENSMMUG00000021610.3	RGS10	Rgs10	RGS10
ENSMMUG00000006562	ENSMMUG00000006562.2	EIF2B5	Eif2b5	EIF2B5
ENSMMUG00000032059	ENSMMUG00000032059.2			
ENSMMUG00000004574	ENSMMUG00000004574.3	SLC20A1	Slc20a1	SLC20A1
ENSMMUG00000012365	ENSMMUG00000012365.3	PIP4K2B	Pip4k2b	PIP4K2B
ENSMMUG00000014140	ENSMMUG00000014140.3	PEX26	Pex26	PEX26
ENSMMUG00000004893	ENSMMUG00000004893.3	SASH1	Sash1	SASH1
ENSMMUG00000042077	ENSMMUG00000042077.1	DRAM1	Dram1	DRAM1
ENSMMUG00000001306	ENSMMUG00000001306.3	ORAI1	Orai1	ORAI1
ENSMMUG00000011945	ENSMMUG00000011945.3	WDR89	Wdr89	WDR89
ENSMMUG00000023440	ENSMMUG00000023440.3	POU4F2	Pou4f2	POU4F2
ENSMMUG00000002786	ENSMMUG00000002786.3		Mbl1	
ENSMMUG00000000537	ENSMMUG00000000537.3	CTSK	Ctsk	CTSK
ENSMMUG00000041473	ENSMMUG00000041473.1		Rabgef1	
ENSMMUG00000038819	ENSMMUG00000038819.1		Banf1	
ENSMMUG00000042005	ENSMMUG00000042005.1	PF4		PF4
ENSMMUG00000041679	ENSMMUG00000041679.1			
ENSMMUG00000045926	ENSMMUG00000045926.1			
ENSMMUG00000020989	ENSMMUG00000020989.3		Gstt1	
ENSMMUG00000022633	ENSMMUG00000022633.3	REPIN1	Repin1	REPIN1
ENSMMUG00000038860	ENSMMUG00000038860.1		Rpl36-ps4	
ENSMMUG00000039165	ENSMMUG00000039165.1			
ENSMMUG00000041652	ENSMMUG00000041652.1	MYL9	Myl9	MYL9
ENSMMUG00000044063	ENSMMUG00000044063.1	IGKV5-2	Igkv17-127	IGKV5-2
ENSMMUG00000044063	ENSMMUG00000044063.1	IGKV5-2	Igkv17-121	IGKV5-2
ENSMMUG00000009228	ENSMMUG00000009228.3	CUEDC1	Cuedc1	CUEDC1
ENSMMUG00000011776	ENSMMUG00000011776.2	CDRT15		
ENSMMUG00000011776	ENSMMUG00000011776.2	CDRT15L2		
ENSMMUG00000047787	ENSMMUG00000047787.1	C1orf74	A130010J15Rik	C1orf74
ENSMMUG00000047302	ENSMMUG00000047302.1	CTF1	Ctf1	CTF1
ENSMMUG00000001038	ENSMMUG00000001038.3	F10	F10	F10
ENSMMUG00000042578	ENSMMUG00000042578.1	ZNF32	Zfp637	ZNF32
ENSMMUG00000003313	ENSMMUG00000003313.3	ATP5PB	Atp5f1	ATP5PB
ENSMMUG00000019849	ENSMMUG00000019849.3	BMP2	Bmp2	BMP2
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b8	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b5	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b27	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b9	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b21	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b11	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b1	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b3	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b26	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b22	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b24	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b16	KLK1
ENSMMUG00000006371	ENSMMUG00000006371.3	KLK1	Klk1b4	KLK1
ENSMMUG00000040423	ENSMMUG00000040423.1	PKIB	Pkib	PKIB
ENSMMUG00000009046	ENSMMUG00000009046.3	PRELID1	Prelid1	PRELID1
ENSMMUG00000008518	ENSMMUG00000008518.3	PLPPR5	Plppr5	PLPPR5
ENSMMUG00000000054	ENSMMUG00000000054.3	ALKBH7	Alkbh7	ALKBH7
ENSMMUG00000009794	ENSMMUG00000009794.3	PCDH15	Pcdh15	PCDH15
ENSMMUG00000010842	ENSMMUG00000010842.3	DPY19L3	Dpy19l3	DPY19L3
ENSMMUG00000001993	ENSMMUG00000001993.3	NUP153	Nup153	NUP153
ENSMMUG00000009559	ENSMMUG00000009559.3	MCMBP	Mcmbp	MCMBP
ENSMMUG00000048164	ENSMMUG00000048164.1	CD3D	Cd3d	CD3D
ENSMMUG00000046881	ENSMMUG00000046881.1	DRG1	Drg1	
ENSMMUG00000009915	ENSMMUG00000009915.3	GTF3C4	Gtf3c4	GTF3C4
ENSMMUG00000030324	ENSMMUG00000030324.2		Rps13	
ENSMMUG00000022665	ENSMMUG00000022665.3	CXorf56	C330007P06Rik	CXorf56
ENSMMUG00000016884	ENSMMUG00000016884.3	CCKBR	Cckbr	CCKBR
ENSMMUG00000005829	ENSMMUG00000005829.3	BST2	Bst2	BST2
ENSMMUG00000014430	ENSMMUG00000014430.3	FOSB	Fosb	FOSB
ENSMMUG00000020967	ENSMMUG00000020967.3	OR7D4	Olfr39	OR7D4
ENSMMUG00000020967	ENSMMUG00000020967.3	OR7D4	Olfr77	OR7D4
ENSMMUG00000020967	ENSMMUG00000020967.3	OR7D4	Olfr867	OR7D4
ENSMMUG00000002719	ENSMMUG00000002719.3	WDR54	Wdr54	WDR54
ENSMMUG00000021636	ENSMMUG00000021636.3	SAP30BP	Sap30bp	SAP30BP
ENSMMUG00000043118	ENSMMUG00000043118.1		Ppp1r8	
ENSMMUG00000021347	ENSMMUG00000021347.3	LARP1B	Larp1b	LARP1B
ENSMMUG00000001509	ENSMMUG00000001509.3	PSMD6	Psmd6	PSMD6
ENSMMUG00000045637	ENSMMUG00000045637.1	ZSCAN5A	Zscan5b	ZSCAN5A
ENSMMUG00000007305	ENSMMUG00000007305.3	PDE5A	Pde5a	PDE5A
ENSMMUG00000043056	ENSMMUG00000043056.1	TSEN15	Tsen15	
ENSMMUG00000023416	ENSMMUG00000023416.3	IGF2BP2	Igf2bp2	IGF2BP2
ENSMMUG00000021067	ENSMMUG00000021067.2	MORN2	Morn2	MORN2
ENSMMUG00000003108	ENSMMUG00000003108.3	TPSD1		TPSD1
ENSMMUG00000001604	ENSMMUG00000001604.3	GPX8	Gpx8	GPX8
ENSMMUG00000037862	ENSMMUG00000037862.1			
ENSMMUG00000013117	ENSMMUG00000013117.2	CCDC103	Ccdc103	
ENSMMUG00000020162	ENSMMUG00000020162.3	MKNK1	Mknk1	MKNK1
ENSMMUG00000013386	ENSMMUG00000013386.2		Zfp275	
ENSMMUG00000038838	ENSMMUG00000038838.1			
ENSMMUG00000000491	ENSMMUG00000000491.3	HAUS8	Haus8	HAUS8
ENSMMUG00000008655	ENSMMUG00000008655.3	DRAP1	Drap1	DRAP1
ENSMMUG00000000784	ENSMMUG00000000784.3	BORA	Bora	BORA
ENSMMUG00000023298	ENSMMUG00000023298.3	FBXO15	Fbxo15	FBXO15
ENSMMUG00000049167	ENSMMUG00000049167.1			
ENSMMUG00000042362	ENSMMUG00000042362.1	CLEC2B		CLEC2B
ENSMMUG00000008979	ENSMMUG00000008979.3	POFUT1	Pofut1	POFUT1
ENSMMUG00000048532	ENSMMUG00000048532.1			
ENSMMUG00000004572	ENSMMUG00000004572.3	ADAD1	Adad1	ADAD1
ENSMMUG00000016637	ENSMMUG00000016637.3	AC026464.4	Vps4a	VPS4A
ENSMMUG00000016637	ENSMMUG00000016637.3	VPS4A	Vps4a	VPS4A
ENSMMUG00000013204	ENSMMUG00000013204.3	NXT2	Nxt2	NXT2
ENSMMUG00000006708	ENSMMUG00000006708.3	CABS1	Cabs1	CABS1
ENSMMUG00000020563	ENSMMUG00000020563.3	TRMT61B		TRMT61B
ENSMMUG00000044583	ENSMMUG00000044583.1	NDUFB11	Ndufb11	
ENSMMUG00000044583	ENSMMUG00000044583.1	NDUFB11	1700029P11Rik	
ENSMMUG00000010373	ENSMMUG00000010373.3			
ENSMMUG00000022107	ENSMMUG00000022107.3	PDE9A	Pde9a	PDE9A
ENSMMUG00000046863	ENSMMUG00000046863.1			
ENSMMUG00000004760	ENSMMUG00000004760.3	CDK5RAP3	Cdk5rap3	CDK5RAP3
ENSMMUG00000015632	ENSMMUG00000015632.3	PTPN14	Ptpn14	PTPN14
ENSMMUG00000005541	ENSMMUG00000005541.2	C5orf46	Gm94	C5orf46
ENSMMUG00000012821	ENSMMUG00000012821.3	PCYT1B	Pcyt1b	PCYT1B
ENSMMUG00000008471	ENSMMUG00000008471.2	CETN2	Cetn2	
ENSMMUG00000032252	ENSMMUG00000032252.2	UBIAD1	Ubiad1	UBIAD1
ENSMMUG00000044934	ENSMMUG00000044934.1	CD99		
ENSMMUG00000047322	ENSMMUG00000047322.1			
ENSMMUG00000002680	ENSMMUG00000002680.3	CSF1	Csf1	CSF1
ENSMMUG00000016822	ENSMMUG00000016822.3	EFCAB1	Efcab1	EFCAB1
ENSMMUG00000006295	ENSMMUG00000006295.3	MMP19	Mmp19	MMP19
ENSMMUG00000028798	ENSMMUG00000028798.2	RHPN2	Rhpn2	RHPN2
ENSMMUG00000043376	ENSMMUG00000043376.1	VCX3B		
ENSMMUG00000043376	ENSMMUG00000043376.1	VCX3A		
ENSMMUG00000043376	ENSMMUG00000043376.1	VCY1B		
ENSMMUG00000043376	ENSMMUG00000043376.1	VCX2		
ENSMMUG00000043376	ENSMMUG00000043376.1	VCX		
ENSMMUG00000043376	ENSMMUG00000043376.1	VCY		
ENSMMUG00000015445	ENSMMUG00000015445.3	KLK8	Klk8	KLK8
ENSMMUG00000009278	ENSMMUG00000009278.3	C5AR1	C5ar1	C5AR1
ENSMMUG00000043859	ENSMMUG00000043859.1	AGAP4		
ENSMMUG00000043859	ENSMMUG00000043859.1	AGAP6		
ENSMMUG00000043859	ENSMMUG00000043859.1	AGAP5		
ENSMMUG00000043859	ENSMMUG00000043859.1	AGAP9		
ENSMMUG00000022926	ENSMMUG00000022926.3	MORF4L1	Morf4l1	MORF4L1
ENSMMUG00000010578	ENSMMUG00000010578.3	PLD4	Pld4	PLD4
ENSMMUG00000003704	ENSMMUG00000003704.3	RFC4	Rfc4	RFC4
ENSMMUG00000004614	ENSMMUG00000004614.3	KCNC4	Kcnc4	KCNC4
ENSMMUG00000001795	ENSMMUG00000001795.3	SRP68	Srp68	SRP68
ENSMMUG00000020736	ENSMMUG00000020736.3	HACD1	Hacd1	HACD1
ENSMMUG00000046810	ENSMMUG00000046810.1	ZFP3	Zfp3	ZFP3
ENSMMUG00000000653	ENSMMUG00000000653.3	STMN1	Stmn1	STMN1
ENSMMUG00000004830	ENSMMUG00000004830.3	S100A12		S100A12
ENSMMUG00000000854	ENSMMUG00000000854.2	RPA3	Rpa3	RPA3
ENSMMUG00000039959	ENSMMUG00000039959.1	COA7	Coa7	COA7
ENSMMUG00000022996	ENSMMUG00000022996.3	HS1BP3	Hs1bp3	HS1BP3
ENSMMUG00000046926	ENSMMUG00000046926.1	PCDHA13	Pcdha12	PCDHA13
ENSMMUG00000007780	ENSMMUG00000007780.3	EIF4E3	Eif4e3	EIF4E3
ENSMMUG00000020762	ENSMMUG00000020762.3	BTD	Btd	BTD
ENSMMUG00000000946	ENSMMUG00000000946.3	CPM	Cpm	CPM
ENSMMUG00000031674	ENSMMUG00000031674.2	LCE1D		
ENSMMUG00000009885	ENSMMUG00000009885.3	LRP1B	Lrp1b	LRP1B
ENSMMUG00000032289	ENSMMUG00000032289.2		Gm15262	
ENSMMUG00000014285	ENSMMUG00000014285.3			
ENSMMUG00000030466	ENSMMUG00000030466.2	PNLIPRP2	Pnliprp2	PNLIPRP2
ENSMMUG00000022070	ENSMMUG00000022070.3	SIGLEC1	Siglec1	SIGLEC1
ENSMMUG00000014325	ENSMMUG00000014325.3	CYBA	Cyba	CYBA
ENSMMUG00000001039	ENSMMUG00000001039.3	PROZ	Proz	PROZ
ENSMMUG00000010594	ENSMMUG00000010594.3	PTGFR	Ptgfr	PTGFR
ENSMMUG00000019194	ENSMMUG00000019194.3	SFMBT2	Sfmbt2	SFMBT2
ENSMMUG00000023084	ENSMMUG00000023084.3	IL12A	Il12a	IL12A
ENSMMUG00000013131	ENSMMUG00000013131.3	SYTL5	Sytl5	SYTL5
ENSMMUG00000014072	ENSMMUG00000014072.3	IER3	Ier3	IER3
ENSMMUG00000003701	ENSMMUG00000003701.3	DONSON	Donson	
ENSMMUG00000016148	ENSMMUG00000016148.3		Olfr259	
ENSMMUG00000016148	ENSMMUG00000016148.3		Olfr1107	
ENSMMUG00000016148	ENSMMUG00000016148.3		Olfr1109	
ENSMMUG00000016148	ENSMMUG00000016148.3		Olfr1110	
ENSMMUG00000010839	ENSMMUG00000010839.3	SGSM1	Sgsm1	SGSM1
ENSMMUG00000021006	ENSMMUG00000021006.3	ZNF474	Zfp474	ZNF474
ENSMMUG00000021415	ENSMMUG00000021415.3	BAIAP3	Baiap3	BAIAP3
ENSMMUG00000005664	ENSMMUG00000005664.3		Cct6a	
ENSMMUG00000003364	ENSMMUG00000003364.3	BCL2A1	Bcl2a1d	BCL2A1
ENSMMUG00000003364	ENSMMUG00000003364.3	BCL2A1	Bcl2a1c	BCL2A1
ENSMMUG00000003364	ENSMMUG00000003364.3	BCL2A1	Bcl2a1b	BCL2A1
ENSMMUG00000003364	ENSMMUG00000003364.3	BCL2A1	Gm29094	BCL2A1
ENSMMUG00000003364	ENSMMUG00000003364.3	BCL2A1	Bcl2a1a	BCL2A1
ENSMMUG00000014237	ENSMMUG00000014237.3	KMT5B	Kmt5b	KMT5B
ENSMMUG00000022283	ENSMMUG00000022283.3	ATRN	Atrn	ATRN
ENSMMUG00000017601	ENSMMUG00000017601.3	CYP17A1	Cyp17a1	CYP17A1
ENSMMUG00000023299	ENSMMUG00000023299.2	TIMM21	Timm21	TIMM21
ENSMMUG00000003728	ENSMMUG00000003728.3	SLC30A7	Slc30a7	SLC30A7
ENSMMUG00000041420	ENSMMUG00000041420.1	DCTPP1	Dctpp1	DCTPP1
ENSMMUG00000017993	ENSMMUG00000017993.3	DDX47	Ddx47	DDX47
ENSMMUG00000005492	ENSMMUG00000005492.3	TMEM25	Tmem25	TMEM25
ENSMMUG00000040495	ENSMMUG00000040495.1	ASGR2	Asgr2	ASGR2
ENSMMUG00000021532	ENSMMUG00000021532.3	RPF2	Rpf2	RPF2
ENSMMUG00000014692	ENSMMUG00000014692.3	ZNF324	Zfp324	ZNF324
ENSMMUG00000008081	ENSMMUG00000008081.3	ABCG8	Abcg8	ABCG8
ENSMMUG00000018951	ENSMMUG00000018951.3	ALG3	Alg3	ALG3
ENSMMUG00000023435	ENSMMUG00000023435.3	AGXT	Agxt	AGXT
ENSMMUG00000038331	ENSMMUG00000038331.1	RPS4Y1		RPS4Y1
ENSMMUG00000014708	ENSMMUG00000014708.3	CEP55	Cep55	CEP55
ENSMMUG00000046815	ENSMMUG00000046815.1			
ENSMMUG00000004466	ENSMMUG00000004466.3	NIPAL3	Nipal3	NIPAL3
ENSMMUG00000047174	ENSMMUG00000047174.1			
ENSMMUG00000007657	ENSMMUG00000007657.3		Ndufs5	
ENSMMUG00000039346	ENSMMUG00000039346.1	APOBEC3G		APOBEC3G
ENSMMUG00000019670	ENSMMUG00000019670.3	ABHD15	Abhd15	ABHD15
ENSMMUG00000022782	ENSMMUG00000022782.3	SLC30A9	Slc30a9	SLC30A9
ENSMMUG00000003402	ENSMMUG00000003402.3	MATN4	Matn4	MATN4
ENSMMUG00000002545	ENSMMUG00000002545.3	ZSCAN5C	Zscan5b	ZSCAN5C
ENSMMUG00000015522	ENSMMUG00000015522.3	GRAMD1B	Gramd1b	GRAMD1B
ENSMMUG00000040031	ENSMMUG00000040031.1		Sh3gl1	
ENSMMUG00000005216	ENSMMUG00000005216.3	NEK2	Nek2	NEK2
ENSMMUG00000021053	ENSMMUG00000021053.3	ANXA6	Anxa6	ANXA6
ENSMMUG00000016411	ENSMMUG00000016411.3	GP2	Gp2	GP2
ENSMMUG00000008702	ENSMMUG00000008702.3	SYNPO2	Synpo2	SYNPO2
ENSMMUG00000007559	ENSMMUG00000007559.3	B3GNT9	B3gnt9	B3GNT9
ENSMMUG00000032284	ENSMMUG00000032284.2	LRRC47	Lrrc47	LRRC47
ENSMMUG00000017096	ENSMMUG00000017096.3	SH3YL1	Sh3yl1	SH3YL1
ENSMMUG00000011974	ENSMMUG00000011974.3	CAMK4	Camk4	CAMK4
ENSMMUG00000001821	ENSMMUG00000001821.3	USP54	Usp54	USP54
ENSMMUG00000016373	ENSMMUG00000016373.3	MAP7	Map7	MAP7
ENSMMUG00000021486	ENSMMUG00000021486.3	MRPL10	Mrpl10	MRPL10
ENSMMUG00000023151	ENSMMUG00000023151.3	KIF15	Kif15	KIF15
